S,Progress Rocket Space Center,Molniya-M,2002-04-01,16,62.9,40.57,-15.84549999,1016.222412,0,8.534353256,16.51690102,14.75999928,60
S,United Space Alliance,Space Shuttle,2002-04-08,15,28.573469,-80.65107,12.85650063,1025.362793,0,30.68458748,37.16902161,50.0399971,1405
S,Arianespace,Ariane 44L,2002-04-16,18,5.050333,-52.781667,23.27150154,1007.109741,95,10.79999924,16.19999886,30.23999786,480
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2002-04-25,1,45.965,63.3,3.25,1003.948547,73,12.76858616,23.04281235,20.15999985,160
S,Arianespace,Ariane 42P,2002-05-03,20,5.050333,-52.781667,21.52150154,1004.320923,9,16.03920174,24.43761063,40.68000031,780
S,United States Air Force,Delta II,2002-05-04,4,34.7426,-120.5726,8.771499634,1005.017334,0,18.35647011,24.44291306,30.59999847,305
S,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,2002-05-07,12,45.965,63.3,3.700000048,997.135498,35,10.02843857,11.50311279,23.03999901,2210
S,China Aerospace Science and Technology Corporation,Long March 4B,2002-05-14,20,38.0083,112.47,8.573999405,918.7648926,100,6.21456337,13.55628204,15.4800005,130
S,Israeli Space Agency,Shavit-2,2002-05-28,10,31.87,34.8,13.96749973,1006.766907,0,12.90488243,16.11980057,30.96000099,1030
S,Production Corporation Polyot,Kosmos-3M,2002-05-28,13,62.9,40.57,0.6545000076,1003.887512,0,16.62248993,24.60936356,39.95999908,1225
S,Arianespace,Ariane 44L,2002-06-05,1,5.050333,-52.781667,23.4715004,1007.947754,100,7.729526997,15.82772064,19.79999924,310
S,United Space Alliance,Space Shuttle,2002-06-05,16,28.573469,-80.65107,22.95650101,1016.669128,97,16.93531036,19.44333267,24.47999954,580
S,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,2002-06-09,20,45.965,63.3,14.30000019,986.5300903,97,31.17899323,46.54592133,46.79999924,715
S,Sea Launch,Zenit,2002-06-15,17,0,154,24.54999924,1006.400024,85,20.61766243,22.10118294,26.28000069,510
S,Eurockot Launch Services,Rokot/Briz-KM,2002-06-20,4,62.9,40.57,8.05450058,993.5058594,14,19.29613304,29.86915398,42.83999634,1240
S,United States Air Force,Titan II SLV,2002-06-24,13,34.7426,-120.5726,11.12150002,1001.552368,0,15.98659325,21.25219727,21.95999908,195
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2002-06-26,0,45.965,63.3,10.80000019,996.1533203,0,16.87397957,30.17349625,29.15999985,320
S,United States Air Force,Delta II,2002-07-03,1,28.396837,-80.605659,21.81100082,1016.000793,100,14.29159164,15.07278347,14.75999928,455
S,Arianespace,Ariane 5 G,2002-07-05,18,5.050333,-52.781667,22.77150154,1006.415405,79,10.13769245,14.75999928,33.47999954,870
S,Production Corporation Polyot,Kosmos-3M,2002-07-08,1,62.9,40.57,12.30450058,1004.664368,39,7.65370512,15.25652599,11.5199995,75
S,Khrunichev State Research and Production Space Center,Proton-K/17S40,2002-07-25,10,45.965,63.3,6.849999905,996.4140625,0,18.70961189,21.12068176,33.47999954,2855
S,Lockheed Martin,Atlas V 401,2002-08-21,17,28.396837,-80.605659,22.86100006,1020.403809,21,11.52562332,11.6208086,13.67999935,420
S,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,2002-08-22,0,45.965,63.3,3.299999952,998.4209595,0,10.38398743,20.32645416,15.11999893,80
S,Arianespace,Ariane 5 G,2002-08-28,17,5.050333,-52.781667,23.17150116,1005.152222,9,8.350137711,11.57051468,29.51999855,1055
S,Lockheed Martin,Ariane 44L,2002-09-06,1,5.050333,-52.781667,22.2215004,1009.664978,1,10.44620609,20.17285347,19.79999924,375
S,Japan Aerospace Exploration Agency,H-IIA,2002-09-10,3,30.3792,130.975,21.85000038,1009.799988,0,10.85386562,11.25251865,21.95999908,545
